clase	archivo	linea	palabras	sugerencia	texto
	studio/AuraStudio/Sources/AuraStudio/Models/AppPreferences.swift	574	2	¿PANTALLA?	aura.artistHomologationExceptions
	studio/AuraStudio/Sources/AuraStudio/Models/AppPreferences.swift	575	2	¿PANTALLA?	aura.musicVisibleColumns
	studio/AuraStudio/Sources/AuraStudio/Models/AppPreferences.swift	576	2	¿PANTALLA?	aura.musicSortField
	studio/AuraStudio/Sources/AuraStudio/Models/AppPreferences.swift	577	2	¿PANTALLA?	aura.musicSortAscending
	studio/AuraStudio/Sources/AuraStudio/Models/AppPreferences.swift	578	2	¿PANTALLA?	aura.musicShowOnlyFavorites
	studio/AuraStudio/Sources/AuraStudio/Models/AppPreferences.swift	579	2	¿PANTALLA?	aura.showStatusBar
	studio/AuraStudio/Sources/AuraStudio/Models/AppPreferences.swift	580	2	¿PANTALLA?	aura.ignoredSimilarGroups
	studio/AuraStudio/Sources/AuraStudio/Models/AppPreferences.swift	582	3	¿PANTALLA?	aura.visibleColumns.music
	studio/AuraStudio/Sources/AuraStudio/Models/AppPreferences.swift	700	2	¿PANTALLA?	Deutsch (beta)
	studio/AuraStudio/Sources/AuraStudio/Models/AppPreferences.swift	702	2	¿PANTALLA?	Français (beta)
	studio/AuraStudio/Sources/AuraStudio/Models/AppUpdateDecision.swift	32	3	¿PANTALLA?	Ricolinos/Aura-Studio
	studio/AuraStudio/Sources/AuraStudio/Models/AppUpdateDecision.swift	135	4	¿PANTALLA?	AuraStudio-\(version.releaseString).dmg
	studio/AuraStudio/Sources/AuraStudio/Models/AppUpdateDecision.swift	136	5	¿PANTALLA?	AuraStudioSetup-\(version.releaseString)-arm64.exe
	studio/AuraStudio/Sources/AuraStudio/Models/AppUpdateDecision.swift	137	4	¿PANTALLA?	AuraStudioSetup-\(version.releaseString)-x64.exe
	studio/AuraStudio/Sources/AuraStudio/Models/AppUpdateDecision.swift	146	3	¿PANTALLA?	\(major).\(minor).\(patch)
	studio/AuraStudio/Sources/AuraStudio/Models/AuraTheme.swift	101	2	¿PANTALLA?	Uso personal
	studio/AuraStudio/Sources/AuraStudio/Models/AuraTheme.swift	218	3	¿DATO?	theme_redistributable: \(redistributable ? 
	studio/AuraStudio/Sources/AuraStudio/Models/AuraTheme.swift	220	5	¿DATO?	palette_light_\(role.rawValue): \(hex)
	studio/AuraStudio/Sources/AuraStudio/Models/AuraTheme.swift	223	5	¿DATO?	palette_dark_\(role.rawValue): \(hex)
	studio/AuraStudio/Sources/AuraStudio/Models/AuraTheme.swift	226	4	¿DATO?	category_\(key.rawValue): \(hex)
	studio/AuraStudio/Sources/AuraStudio/Models/CatalogSummary.swift	78	64	¿PANTALLA?	music_count: \(summary.music.count) music_bytes: \(summary.music.bytes) video_count: \(summary.video.count) video_bytes: \(summary.video.bytes) photo_count: \(summary.photo.count) photo_bytes: \(summary.photo.bytes) playlist_count: \(summary.playlistCount) video_movies_count: \(summary.videoMovies) 
	studio/AuraStudio/Sources/AuraStudio/Models/FirmwareFamily.swift	79	3	¿PANTALLA?	Ricolinos/Aura-Firmware
	studio/AuraStudio/Sources/AuraStudio/Models/FirmwareFamily.swift	80	3	¿PANTALLA?	Ricolinos/Metro-Aura
	studio/AuraStudio/Sources/AuraStudio/Models/FirmwareFamily.swift	81	3	¿PANTALLA?	Ricolinos/moonlit-aura
	studio/AuraStudio/Sources/AuraStudio/Models/FirmwareFamily.swift	114	4	¿PANTALLA?	.rockbox/fonts/a26-title-20.fnt
	studio/AuraStudio/Sources/AuraStudio/Models/FirmwareFamily.swift	115	5	¿PANTALLA?	.rockbox/fonts/metro-list-20.fnt
	studio/AuraStudio/Sources/AuraStudio/Models/FirmwareFamily.swift	116	5	¿PANTALLA?	.rockbox/fonts/moonlit-body-18.fnt
	studio/AuraStudio/Sources/AuraStudio/Models/InstallerStep.swift	91	4	¿PANTALLA?	Pausar servicios de macOS
	studio/AuraStudio/Sources/AuraStudio/Models/InstallerStep.swift	100	34	¿PANTALLA?	Aura Studio necesita pausar temporalmente los servicios de macOS que a veces interfieren con la conexión del iPod (\(Sentence.list(PrivilegedExecutor.ampAgentNames))). Se reactivan automáticamente al terminar, o solos después de unos minutos si algo falla.
	studio/AuraStudio/Sources/AuraStudio/Models/InstallerStep.swift	101	31	¿PANTALLA?	Si cancelas, Aura Studio va a seguir intentando detectar el iPod igual -- en la mayoría de las Mac esto no hace falta, pero si la detección falla repetidamente, puede ser la causa.
	studio/AuraStudio/Sources/AuraStudio/Models/InstallerStep.swift	108	5	¿PANTALLA?	Preparar el disco para Finder
	studio/AuraStudio/Sources/AuraStudio/Models/InstallerStep.swift	109	51	¿PANTALLA?	Para que Finder pueda restaurar el firmware original de Apple, el disco del iPod (\(diskIdentifier)) se va a formatear dos veces: primero un formato puente (FAT con esquema MBR) y despues Mac OS Plus con registro con mapa de particiones GUID -- el estado que Finder espera. Esto borra todo el conteni
	studio/AuraStudio/Sources/AuraStudio/Models/InstallerStep.swift	110	26	¿PANTALLA?	Si cancelas, el iPod queda sin el bootloader de Aura pero con el disco sin preparar -- Finder podria no reconocerlo para restaurar. Puedes reintentar cuando quieras.
	studio/AuraStudio/Sources/AuraStudio/Models/InstallerStep.swift	117	5	¿PANTALLA?	Preparar el disco del iPod
	studio/AuraStudio/Sources/AuraStudio/Models/InstallerStep.swift	118	47	¿PANTALLA?	"Vamos a formatear la partición de datos de tu iPod (identificada como \""\(volumeName)\"", disco \(diskIdentifier)) para que pueda arrancar Aura. Esto borra TODO el contenido actual del iPod -- solo del iPod, Aura Studio ya verificó su identidad por tamaño, fabricante y tipo de disco antes de llegar a"
	studio/AuraStudio/Sources/AuraStudio/Models/InstallerStep.swift	119	19	¿PANTALLA?	Si cancelas, la instalación se detiene acá. El iPod queda como estaba, sin ningún cambio -- puedes reintentar cuando quieras.
	studio/AuraStudio/Sources/AuraStudio/Models/InstallerStep.swift	183	6	¿PANTALLA?	No se detecto ningun iPod conectado.
	studio/AuraStudio/Sources/AuraStudio/Models/InstallerStep.swift	185	11	¿PANTALLA?	El iPod no esta formateado en FAT32. Conviértelo antes de continuar.
	studio/AuraStudio/Sources/AuraStudio/Models/InstallerStep.swift	187	15	¿PANTALLA?	No se detecto el iPod en modo DFU a tiempo. Vuelve a intentar la combinacion de botones.
	studio/AuraStudio/Sources/AuraStudio/Models/InstallerStep.swift	189	9	¿PANTALLA?	El archivo \(file) no supero la verificacion de integridad.
	studio/AuraStudio/Sources/AuraStudio/Models/InstallerStep.swift	191	19	¿PANTALLA?	No se pudo descargar la versión más reciente de \(family): \(reason). Se usará la versión que trae Aura Studio.
	studio/AuraStudio/Sources/AuraStudio/Models/InstallerStep.swift	193	22	¿PANTALLA?	Al Release \(tag) le falta \(asset), así que no se puede instalar desde él. Se usará la versión que trae Aura Studio.
	studio/AuraStudio/Sources/AuraStudio/Models/InstallerStep.swift	195	14	¿PANTALLA?	El firmware de este Release está incompleto: a rockbox.zip le faltan \(missing.joined(separator: 
	studio/AuraStudio/Sources/AuraStudio/Models/InstallerStep.swift	195	24	¿PANTALLA?	)) -- el iPod quedaría sin video o sin audio. No es un problema de tu conexión; vuelve a intentar más tarde o avisa que este Release salió mal.
	studio/AuraStudio/Sources/AuraStudio/Models/InstallerStep.swift	201	7	¿PANTALLA?	La operación terminó con código \(exitCode): \(output)
	studio/AuraStudio/Sources/AuraStudio/Models/InstallerStep.swift	203	11	¿PANTALLA?	Falta el artefacto \(name) dentro de la app. Reinstala Aura Studio.
	studio/AuraStudio/Sources/AuraStudio/Models/InstallerStep.swift	205	24	¿PANTALLA?	Se encontraron \(count) discos que podrian ser tu iPod. Por seguridad, Aura Studio no elige uno solo -- desconecta los demas discos externos y vuelve a intentar.
	studio/AuraStudio/Sources/AuraStudio/Models/InstallerStep.swift	207	12	¿PANTALLA?	Cancelaste el permiso de administrador. Este paso no puede continuar sin él.
	studio/AuraStudio/Sources/AuraStudio/Models/InstallerStep.swift	211	56	¿PANTALLA?	"macOS bloqueó el acceso directo al disco del iPod. Concede \""Acceso total al disco\"" a Aura Studio en Ajustes del Sistema (Privacidad y seguridad), cierra la app por completo, vuelve a abrirla y reintenta. Si Aura Studio ya aparece en la lista, quítala con el botón \""−\"" y agrégala de nuevo -- el pe"
	studio/AuraStudio/Sources/AuraStudio/Models/InstallerStep.swift	213	126	¿PANTALLA?	"Para dual boot, el iPod debe conservar el firmware original de Apple en formato \""winpod\"": tabla de particiones MBR con la partición de firmware de Apple intacta más una partición FAT32 -- el formato que crea iTunes al restaurar en una PC con WINDOWS. Este iPod está en formato de Mac (particiones A"
	studio/AuraStudio/Sources/AuraStudio/Models/InstallerStep.swift	215	49	¿PANTALLA?	Tu iPod se desconectó durante la copia de archivos. Copiar el firmware completo son miles de archivos chicos y puede tardar varios minutos por USB -- revisa el cable (evita hubs USB si usas uno) y vuelve a intentar: lo que ya se copió no se pierde, la copia sigue desde donde quedó.
	studio/AuraStudio/Sources/AuraStudio/Models/InstallerStep.swift	217	37	¿PANTALLA?	El iPod volvió a aparecer con el firmware original de Apple atendiendo el USB: el bootloader de Aura no quedó grabado. Vuelve a intentar el paso de DFU (el disco ya está preparado, no hace falta formatearlo otra vez).
	studio/AuraStudio/Sources/AuraStudio/Models/InstallerStep.swift	219	58	¿PANTALLA?	"El iPod recibió el envío del firmware, pero nunca confirmó haberlo aplicado -- sigue en modo DFU. Si se abrió Finder mostrando \""Modo DFU del iPod\"", ciérralo SIN tocar el botón Restaurar (eso reinstalaría el firmware original de Apple). Después vuelve a intentar: el iPod ya está en modo DFU, así qu"
	studio/AuraStudio/Sources/AuraStudio/Models/LibraryDeletionPlan.swift	86	4	¿PANTALLA?	\(item.id.uuidString).jpg
	studio/AuraStudio/Sources/AuraStudio/Models/LibraryGrouping.swift	65	2	¿PANTALLA?	Sin álbum
	studio/AuraStudio/Sources/AuraStudio/Models/LibraryGrouping.swift	66	2	¿PANTALLA?	Artista desconocido
	studio/AuraStudio/Sources/AuraStudio/Models/LibraryGrouping.swift	101	10	¿PANTALLA?	\(normalize(item.metadata?.album))\u{1F}\(normalize(albumArtist(of: item, options: options)))
	studio/AuraStudio/Sources/AuraStudio/Models/LibraryGrouping.swift	239	2	¿PANTALLA?	\(albumsText), \(songsText)
	studio/AuraStudio/Sources/AuraStudio/Models/LibraryGrouping.swift	344	3	¿PANTALLA?	series\u{1F}\(normalize(seriesName))
	studio/AuraStudio/Sources/AuraStudio/Models/LibraryGrouping.swift	348	3	¿PANTALLA?	movie\u{1F}\(normalize(title))
	studio/AuraStudio/Sources/AuraStudio/Models/LibraryGrouping.swift	350	4	¿PANTALLA?	movie\u{1F}\(item.id.uuidString)
	studio/AuraStudio/Sources/AuraStudio/Models/LibraryGrouping.swift	424	2	¿PANTALLA?	Sin álbum
	studio/AuraStudio/Sources/AuraStudio/Models/LibraryGrouping.swift	431	5	¿PANTALLA?	\(normalize(category))\u{1F}\(normalize(item.photoAlbum))
	studio/AuraStudio/Sources/AuraStudio/Models/LibraryMigrationNeed.swift	76	5	¿PANTALLA?	\(item.id.uuidString).\(prepared.pathExtension)
	studio/AuraStudio/Sources/AuraStudio/Models/LibraryStatusSummary.swift	176	3	¿PANTALLA?	\(hours) h \(minutes) min
	studio/AuraStudio/Sources/AuraStudio/Models/LibraryStatusSummary.swift	177	2	¿PANTALLA?	\(minutes) min
	studio/AuraStudio/Sources/AuraStudio/Models/LibraryStatusSummary.swift	258	7	¿PANTALLA?	\(formatted(selected.count)) de \(formatted(totalCount)) seleccionadas
	studio/AuraStudio/Sources/AuraStudio/Models/LibraryStatusSummary.swift	268	7	¿PANTALLA?	\(formatted(selected.count)) de \(formatted(totalCount)) seleccionados
	studio/AuraStudio/Sources/AuraStudio/Models/LibraryStatusSummary.swift	277	7	¿PANTALLA?	\(formatted(selected.count)) de \(formatted(totalCount)) seleccionadas
	studio/AuraStudio/Sources/AuraStudio/Models/LibraryStatusSummary.swift	295	8	¿PANTALLA?	\(formatted(selected.count)) de \(formatted(items.count)) seleccionadas
	studio/AuraStudio/Sources/AuraStudio/Models/LibraryStatusSummary.swift	333	7	¿PANTALLA?	\(formatted(selected.count)) de \(formatted(totalCount)) seleccionados
	studio/AuraStudio/Sources/AuraStudio/Models/LibraryStatusSummary.swift	361	7	¿PANTALLA?	\(formatted(selected.count)) de \(formatted(totalCount)) seleccionados
	studio/AuraStudio/Sources/AuraStudio/Models/LibraryStatusSummary.swift	386	2	¿PANTALLA?	«\(selected.name)»
	studio/AuraStudio/Sources/AuraStudio/Models/LibraryStatusSummary.swift	414	8	¿PANTALLA?	\(formatted(selected.count)) de \(formatted(items.count)) seleccionados
	studio/AuraStudio/Sources/AuraStudio/Models/LibraryStatusSummary.swift	436	7	¿PANTALLA?	\(formatted(selected.count)) de \(formatted(totalCount)) seleccionadas
	studio/AuraStudio/Sources/AuraStudio/Models/LibraryStatusSummary.swift	464	7	¿PANTALLA?	\(formatted(selected.count)) de \(formatted(totalCount)) seleccionadas
	studio/AuraStudio/Sources/AuraStudio/Models/LibraryStatusSummary.swift	481	2	¿PANTALLA?	«\(show.title)»
	studio/AuraStudio/Sources/AuraStudio/Models/LibraryStatusSummary.swift	491	7	¿PANTALLA?	\(formatted(selected.count)) de \(formatted(totalCount)) seleccionados
	studio/AuraStudio/Sources/AuraStudio/Models/LibraryStatusSummary.swift	509	3	¿PANTALLA?	\(formatted(n)) en \(collection)
	studio/AuraStudio/Sources/AuraStudio/Models/LibraryStatusSummary.swift	517	8	¿PANTALLA?	\(formatted(selected.count)) de \(formatted(items.count)) seleccionadas
	studio/AuraStudio/Sources/AuraStudio/Models/LibraryStatusSummary.swift	533	4	¿PANTALLA?	\(formatted(loose)) sin álbum
	studio/AuraStudio/Sources/AuraStudio/Models/LibraryStatusSummary.swift	542	7	¿PANTALLA?	\(formatted(selected.count)) de \(formatted(totalCount)) seleccionados
	studio/AuraStudio/Sources/AuraStudio/Models/LibraryStatusSummary.swift	557	2	¿PANTALLA?	«\(album.title)»
	studio/AuraStudio/Sources/AuraStudio/Models/MediaCategory.swift	81	2	¿PANTALLA?	stable diffusion
	studio/AuraStudio/Sources/AuraStudio/Models/MediaCategory.swift	82	2	¿PANTALLA?	leonardo ai
	studio/AuraStudio/Sources/AuraStudio/Models/MusicTableColumn.swift	73	3	¿PANTALLA?	Artista del álbum
	studio/AuraStudio/Sources/AuraStudio/Models/MusicTableColumn.swift	76	3	¿PANTALLA?	Número de disco
	studio/AuraStudio/Sources/AuraStudio/Models/MusicTableColumn.swift	79	3	¿PANTALLA?	Número de pista
	studio/AuraStudio/Sources/AuraStudio/Models/MusicTableColumn.swift	83	5	¿PANTALLA?	Fecha en que se agregó
	studio/AuraStudio/Sources/AuraStudio/Models/OrphanScan.swift	66	4	¿PANTALLA?	\(item.id.uuidString).jpg
	studio/AuraStudio/Sources/AuraStudio/Models/PreparedMusicPlan.swift	68	9	¿PANTALLA?	el archivo de origen ya sirve tal como está
	studio/AuraStudio/Sources/AuraStudio/Models/PreparedMusicPlan.swift	71	4	¿PANTALLA?	todavía no hay preparado
	studio/AuraStudio/Sources/AuraStudio/Models/PreparedMusicPlan.swift	74	7	¿PANTALLA?	el archivo de origen cambió de tamaño
	studio/AuraStudio/Sources/AuraStudio/Models/PreparedMusicPlan.swift	80	9	¿PANTALLA?	no se pudo leer la fecha de los archivos
	studio/AuraStudio/Sources/AuraStudio/Models/PreparedMusicPlan.swift	83	10	¿PANTALLA?	el archivo de origen es más nuevo que el preparado
	studio/AuraStudio/Sources/AuraStudio/Models/PreparedMusicPlan.swift	85	4	¿PANTALLA?	el preparado sigue sirviendo
	studio/AuraStudio/Sources/AuraStudio/Models/SharedCatalogPath.swift	115	5	¿PANTALLA?	\(PersistedLibrary.coversDirName)/\(itemID.uuidString).jpg
	studio/AuraStudio/Sources/AuraStudio/Models/UITestEnvironment.swift	27	3	¿PANTALLA?	AURA_UITEST_LIBRARY
	studio/AuraStudio/Sources/AuraStudio/Models/UITestEnvironment.swift	29	4	¿PANTALLA?	AURA_UITEST_DEFAULTS_SUITE
	studio/AuraStudio/Sources/AuraStudio/Models/UITestEnvironment.swift	40	4	¿PANTALLA?	AURA_UITEST_MAIN_SCREEN
	studio/AuraStudio/Sources/AuraStudio/Models/UITestEnvironment.swift	79	2	¿PANTALLA?	biblioteca.barraEstado
	studio/AuraStudio/Sources/AuraStudio/Models/UITestEnvironment.swift	88	3	¿PANTALLA?	biblioteca.barraLateral.\(key)
	studio/AuraStudio/Sources/AuraStudio/Models/UITestEnvironment.swift	96	3	¿PANTALLA?	albumes.tarjeta.\(index)
	studio/AuraStudio/Sources/AuraStudio/Models/UITestEnvironment.swift	121	6	¿PANTALLA?	\(ISO8601DateFormatter().string(from: Date()))  \(message)\n
	studio/AuraStudio/Sources/AuraStudio/Services/APIKeyStore.swift	25	4	¿PANTALLA?	TMDB (The Movie Database)
	studio/AuraStudio/Sources/AuraStudio/Services/APIKeyStore.swift	31	28	¿PANTALLA?	Caratulas y arte de disco en alta resolucion (~1000px), fotos de artista, y posters curados de peliculas y series (estos ultimos necesitan tambien la key de TMDB para encontrar el titulo).
	studio/AuraStudio/Sources/AuraStudio/Services/APIKeyStore.swift	32	28	¿PANTALLA?	Posters de peliculas y series (biblioteca de Video). Encuentra el titulo y su identificador; con fanart.tv configurado se prefiere el poster curado de alli, si no, el de TMDB.
	studio/AuraStudio/Sources/AuraStudio/Services/APIKeyStore.swift	42	19	¿PANTALLA?	"Crea una cuenta gratuita en fanart.tv, entra a tu perfil y copia la \""Personal API Key\"" (no la de proyecto)."
	studio/AuraStudio/Sources/AuraStudio/Services/APIKeyStore.swift	44	23	¿PANTALLA?	"Crea una cuenta gratuita en themoviedb.org, ve a Ajustes › API y copia la \""Clave de la API\"" (la corta, v3), no el token de lectura."
	studio/AuraStudio/Sources/AuraStudio/Services/AlbumCoverSearch.swift	42	3	¿PANTALLA?	Cover Art Archive
	studio/AuraStudio/Sources/AuraStudio/Services/AppleLosslessEncoder.swift	33	18	¿PANTALLA?	Este AIFF está comprimido (\(compression)) y Aura Studio no lo convierte. Expórtalo como AIFF o WAV sin comprimir y vuelve a importarlo.
	studio/AuraStudio/Sources/AuraStudio/Services/AppleLosslessEncoder.swift	35	9	¿PANTALLA?	El archivo no tiene pista de audio que convertir.
	studio/AuraStudio/Sources/AuraStudio/Services/AppleLosslessEncoder.swift	37	18	¿PANTALLA?	El archivo declara un formato de audio que no se puede usar (\(detail)). Puede estar truncado o mal escrito.
	studio/AuraStudio/Sources/AuraStudio/Services/AppleLosslessEncoder.swift	39	9	¿PANTALLA?	No se pudo leer el audio para convertirlo: \(message)
	studio/AuraStudio/Sources/AuraStudio/Services/AppleLosslessEncoder.swift	41	8	¿PANTALLA?	No se pudo escribir el archivo convertido: \(message)
	studio/AuraStudio/Sources/AuraStudio/Services/AppleLosslessEncoder.swift	68	6	¿PANTALLA?	tasa de muestreo \(Int(sampleRate)) Hz
	studio/AuraStudio/Sources/AuraStudio/Services/AppleLosslessEncoder.swift	71	2	¿PANTALLA?	\(channels) canales
	studio/AuraStudio/Sources/AuraStudio/Services/AudioTag.swift	42	2	¿PANTALLA?	image/jpeg
	studio/AuraStudio/Sources/AuraStudio/Services/AudioTag.swift	47	2	¿PANTALLA?	image/jpeg
	studio/AuraStudio/Sources/AuraStudio/Services/AudioTranscoder.swift	17	12	¿PANTALLA?	"No se encontro ffmpeg instalado. Instálalo con \""brew install ffmpeg\"" y vuelve a intentar."
	studio/AuraStudio/Sources/AuraStudio/Services/AudioTranscoder.swift	19	7	¿PANTALLA?	ffmpeg fallo al comprimir el audio: \(output)
	studio/AuraStudio/Sources/AuraStudio/Services/AuraDeviceProbe.swift	32	2	¿PANTALLA?	.rockbox/aura
	studio/AuraStudio/Sources/AuraStudio/Services/AuraDeviceProbe.swift	33	4	¿PANTALLA?	.rockbox/aura/aura.cfg
	studio/AuraStudio/Sources/AuraStudio/Services/AuraDeviceProbe.swift	39	3	¿PANTALLA?	.rockbox/icons/aura
	studio/AuraStudio/Sources/AuraStudio/Services/AuraDeviceProbe.swift	44	3	¿PANTALLA?	.rockbox/.resume.cfg
	studio/AuraStudio/Sources/AuraStudio/Services/AuraDeviceProbe.swift	45	3	¿PANTALLA?	.rockbox/config.cfg
	studio/AuraStudio/Sources/AuraStudio/Services/AuraDeviceProbe.swift	50	2	¿PANTALLA?	iPod_Control
	studio/AuraStudio/Sources/AuraStudio/Services/AuraUpdateChecker.swift	29	3	¿PANTALLA?	.rockbox/rockbox.ipod
	studio/AuraStudio/Sources/AuraStudio/Services/AuraUpdateChecker.swift	35	4	¿PANTALLA?	.rockbox/aura/version.txt
	studio/AuraStudio/Sources/AuraStudio/Services/AuraUpdateChecker.swift	173	2	¿PANTALLA?	AuraUpdateChecker.cachedReleases
	studio/AuraStudio/Sources/AuraStudio/Services/AuraUpdateChecker.swift	174	2	¿PANTALLA?	AuraUpdateChecker.cachedReleasesTimestamp
	studio/AuraStudio/Sources/AuraStudio/Services/AuraUpdateChecker.swift	178	2	¿PANTALLA?	\(dataKey).\(suffix)
	studio/AuraStudio/Sources/AuraStudio/Services/AuraUpdateChecker.swift	183	2	¿PANTALLA?	\(timestampKey).\(suffix)
	studio/AuraStudio/Sources/AuraStudio/Services/BundledArtifacts.swift	123	5	¿PANTALLA?	.rockbox/rocks/viewers/mpegplayer.rock
	studio/AuraStudio/Sources/AuraStudio/Services/BundledArtifacts.swift	124	4	¿PANTALLA?	.rockbox/codecs/mpa.codec
	studio/AuraStudio/Sources/AuraStudio/Services/CatalogPersister.swift	211	11	¿PANTALLA?	No se pudo guardar el catalogo de la biblioteca: \(error.localizedDescription)
	studio/AuraStudio/Sources/AuraStudio/Services/ClockSyncWriter.swift	12	4	¿PANTALLA?	.rockbox/aura/aura.cfg
	studio/AuraStudio/Sources/AuraStudio/Services/ClockSyncWriter.swift	36	2	¿PANTALLA?	\(key): \(value)
	studio/AuraStudio/Sources/AuraStudio/Services/ClockSyncWriter.swift	38	2	¿PANTALLA?	\(key): \(value)
	studio/AuraStudio/Sources/AuraStudio/Services/CoverArtArchiveClient.swift	44	2	¿PANTALLA?	release/\(releaseID)
	studio/AuraStudio/Sources/AuraStudio/Services/CoverArtArchiveClient.swift	45	2	¿PANTALLA?	User-Agent
	studio/AuraStudio/Sources/AuraStudio/Services/CoverArtArchiveClient.swift	69	2	¿PANTALLA?	User-Agent
	studio/AuraStudio/Sources/AuraStudio/Services/CoverNormalizationMigration.swift	61	5	¿PANTALLA?	Normalizando carátulas… \(completed) de \(total)
	studio/AuraStudio/Sources/AuraStudio/Services/CoverStore.swift	34	3	¿PANTALLA?	\(id.uuidString).jpg
	studio/AuraStudio/Sources/AuraStudio/Services/CoverStore.swift	38	5	¿PANTALLA?	\(PersistedLibrary.coversDirName)/\(id.uuidString).jpg
	studio/AuraStudio/Sources/AuraStudio/Services/CoverThumbnailCache.swift	150	3	¿PANTALLA?	\(id)@\(Int(side))
	studio/AuraStudio/Sources/AuraStudio/Services/CoverThumbnailCache.swift	175	2	¿PANTALLA?	\(count)-\(digest)
	studio/AuraStudio/Sources/AuraStudio/Services/DeezerClient.swift	37	6	¿PANTALLA?	"artist:\""\(escapeQuoted(artist))\"" track:\""\(escapeQuoted(title))\"""
	studio/AuraStudio/Sources/AuraStudio/Services/DeezerClient.swift	42	2	¿PANTALLA?	User-Agent
	studio/AuraStudio/Sources/AuraStudio/Services/DeezerClient.swift	84	2	¿PANTALLA?	User-Agent
	studio/AuraStudio/Sources/AuraStudio/Services/DeezerClient.swift	144	2	¿PANTALLA?	\(max(1, limit))
	studio/AuraStudio/Sources/AuraStudio/Services/DeezerClient.swift	148	2	¿PANTALLA?	User-Agent
	studio/AuraStudio/Sources/AuraStudio/Services/DeviceNameStore.swift	39	4	¿PANTALLA?	.rockbox/aura/device.cfg
	studio/AuraStudio/Sources/AuraStudio/Services/DeviceNameStore.swift	104	3	¿PANTALLA?	iPod de \(full)
	studio/AuraStudio/Sources/AuraStudio/Services/DeviceNameStore.swift	106	3	¿PANTALLA?	iPod de \(short)
	studio/AuraStudio/Sources/AuraStudio/Services/FFmpegTranscoder.swift	22	2	¿PANTALLA?	\(dir)/ffmpeg
